用户ID,省份,性别,年龄,注册日期
158482,内蒙古,男,26,2011-5-15
158486,江西,女,26,2011-5-15
158487,湖北,男,18,2011-5-15
158488,浙江,男,20,2011-5-15
158489,广东,男,34,2011-5-15
158490,北京,女,24,2011-5-15
158491,江苏,男,24,2011-5-15
158492,辽宁,男,38,2011-5-15
158493,内蒙古,女,28,2011-5-15
158494,广东,女,22,2011-5-15
158501,上海,男,30,2011-5-15
158502,北京,男,45,2011-5-15
158503,北京,男,24,2011-5-15
158505,陕西,女,19,2011-5-15
158508,内蒙古,男,26,2011-5-15
158509,北京,男,22,2011-5-15
158510,宁夏,男,41,2011-5-15
158511,湖南,男,21,2011-5-15
158512,天津,男,33,2011-5-15
158513,浙江,女,44,2011-5-15
158515,山西,女,27,2011-5-15
158520,河南,男,27,2011-5-15
158521,江苏,男,23,2011-5-15
158523,新疆,男,25,2011-5-15
158526,吉林,女,20,2011-5-15
158528,浙江,男,22,2011-5-15
158529,宁夏,女,38,2011-5-15
158533,新疆,女,36,2011-5-15
158534,海南,女,27,2011-5-15
158535,北京,女,32,2011-5-15
158536,湖北,女,20,2011-5-16
158537,北京,女,43,2011-5-16
158538,辽宁,女,19,2011-5-16
158539,宁夏,女,37,2011-5-16
158541,甘肃,男,36,2011-5-16
158542,陕西,男,27,2011-5-16
158547,广西,女,20,2011-5-16
158550,湖南,女,39,2011-5-16
158551,广东,男,27,2011-5-16
158552,广东,男,40,2011-5-16
158553,广西,男,20,2011-5-16
158554,甘肃,女,29,2011-5-16
158556,山西,男,47,2011-5-16
158557,山西,女,45,2011-5-16
158558,甘肃,男,22,2011-5-16
158561,西藏,女,47,2011-5-16
158563,海南,男,25,2011-5-16
158564,青海,男,43,2011-5-16
158565,黑龙江,女,27,2011-5-16
158567,吉林,男,31,2011-5-16
158568,宁夏,女,38,2011-5-16
158570,黑龙江,女,19,2011-5-16
158572,黑龙江,女,45,2011-5-16
158573,江西,男,29,2011-5-16
158576,山西,男,27,2011-5-16
158582,广西,男,34,2011-5-16
158583,安徽,男,32,2011-5-16
158584,山东,女,26,2011-5-16
158586,新疆,女,26,2011-5-16
158588,新疆,女,23,2011-5-16
158589,四川,女,24,2011-5-16
158591,黑龙江,男,29,2011-5-16
158592,西藏,女,22,2011-5-16
158593,辽宁,女,25,2011-5-16
158594,内蒙古,女,23,2011-5-16
158597,内蒙古,女,25,2011-5-16
158598,辽宁,女,24,2011-5-16
158600,江西,男,41,2011-5-16
158602,吉林,女,33,2011-5-16
158603,内蒙古,女,45,2011-5-16
158604,上海,女,42,2011-5-16
158605,贵州,男,32,2011-5-16
158606,浙江,男,24,2011-5-16
158608,重庆,男,32,2011-5-16
158609,上海,男,20,2011-5-16
158610,北京,男,23,2011-5-16
158611,西藏,女,39,2011-5-16
158617,陕西,男,29,2011-5-16
158618,河北,女,45,2011-5-16
158620,河南,男,18,2011-5-16
158621,上海,男,26,2011-5-16
158624,山西,男,21,2011-5-16
158625,北京,男,24,2011-5-16
158627,新疆,女,35,2011-5-16
158628,北京,男,24,2011-5-16
158629,山东,男,22,2011-5-16
158630,辽宁,男,41,2011-5-16
158631,重庆,女,39,2011-5-16
158633,福建,男,45,2011-5-16
158636,北京,女,23,2011-5-16
158638,吉林,男,31,2011-5-16
158639,河南,男,37,2011-5-16
158640,青海,男,35,2011-5-16
158642,上海,男,36,2011-5-16
158643,四川,女,20,2011-5-16
158645,内蒙古,男,27,2011-5-16
158646,新疆,男,39,2011-5-16
158649,安徽,男,45,2011-5-16
158651,四川,女,24,2011-5-16
158652,上海,女,30,2011-5-16
158653,浙江,男,18,2011-5-16
158655,江西,女,34,2011-5-16
158656,黑龙江,女,27,2011-5-16
158657,广东,女,19,2011-5-16
158658,黑龙江,男,39,2011-5-16
158659,浙江,男,29,2011-5-16
158661,河南,男,36,2011-5-16
158662,海南,女,42,2011-5-16
158663,北京,男,29,2011-5-16
158667,广西,男,18,2011-5-16
158668,上海,男,35,2011-5-16
158672,福建,男,27,2011-5-16
158674,江西,女,28,2011-5-16
158678,天津,女,24,2011-5-16
158682,北京,男,25,2011-5-16
158683,海南,女,23,2011-5-16
158684,新疆,男,20,2011-5-16
158687,天津,女,26,2011-5-16
158689,福建,男,43,2011-5-16
158693,西藏,男,25,2011-5-16
158694,内蒙古,女,24,2011-5-16
158695,江西,男,43,2011-5-16
158696,河南,男,27,2011-5-16
158697,河南,女,18,2011-5-16
158699,辽宁,男,40,2011-5-16
158700,山西,男,23,2011-5-16
158704,宁夏,男,19,2011-5-16
158706,海南,女,44,2011-5-16
158707,上海,女,22,2011-5-16
158708,四川,男,46,2011-5-16
158710,上海,女,20,2011-5-16
158712,北京,男,28,2011-5-16
158714,江苏,女,20,2011-5-16
158716,海南,女,47,2011-5-16
158718,黑龙江,男,25,2011-5-16
158719,山东,女,33,2011-5-16
158722,广东,女,18,2011-5-16
158723,山东,女,34,2011-5-16
158726,海南,男,22,2011-5-16
158727,河北,女,31,2011-5-16
158729,安徽,女,26,2011-5-16
158734,吉林,女,45,2011-5-16
158736,新疆,男,24,2011-5-16
158737,内蒙古,女,42,2011-5-16
158738,四川,女,20,2011-5-16
158740,云南,男,29,2011-5-16
158741,天津,女,35,2011-5-16
158744,广东,女,30,2011-5-16
158745,浙江,女,26,2011-5-16
158747,北京,女,24,2011-5-16
158748,山西,男,18,2011-5-16
158749,安徽,男,20,2011-5-16
158752,吉林,女,22,2011-5-16
158753,河南,女,44,2011-5-16
158755,浙江,男,35,2011-5-16
158757,山西,男,20,2011-5-16
158760,浙江,女,32,2011-5-16
158761,湖北,女,29,2011-5-16
158762,云南,女,33,2011-5-16
158763,江苏,男,27,2011-5-16
158764,山东,女,24,2011-5-16
158766,内蒙古,女,23,2011-5-16
158767,甘肃,女,26,2011-5-16
158768,河南,男,18,2011-5-16
158770,重庆,女,20,2011-5-16
158772,湖南,女,22,2011-5-16
158773,福建,女,18,2011-5-16
158774,天津,女,31,2011-5-16
158776,江西,女,45,2011-5-16
158778,陕西,男,30,2011-5-16
158779,福建,男,19,2011-5-16
158782,甘肃,女,29,2011-5-16
158785,天津,男,26,2011-5-16
158786,贵州,女,23,2011-5-16
158788,广东,男,30,2011-5-16
158789,上海,男,22,2011-5-16
158790,山西,女,29,2011-5-16
158794,内蒙古,女,33,2011-5-16
158795,河北,女,44,2011-5-16
158796,河南,女,20,2011-5-16
158797,甘肃,男,27,2011-5-16
158798,浙江,女,38,2011-5-16
158799,陕西,女,34,2011-5-16
158801,青海,女,30,2011-5-16
158802,安徽,男,27,2011-5-16
158804,西藏,女,35,2011-5-16
158805,安徽,女,23,2011-5-16
158806,天津,女,23,2011-5-16
158807,河南,女,37,2011-5-16
158808,黑龙江,男,22,2011-5-16
158809,内蒙古,男,20,2011-5-16
158810,内蒙古,女,24,2011-5-16
158812,北京,男,20,2011-5-16
158813,陕西,男,47,2011-5-16
158820,北京,男,35,2011-5-16
158821,湖南,女,24,2011-5-16
158822,山东,男,28,2011-5-16
158824,福建,女,18,2011-5-16
158825,河南,女,20,2011-5-16
158828,辽宁,男,23,2011-5-16
158829,北京,女,18,2011-5-16
158830,上海,男,24,2011-5-16
158831,广东,男,29,2011-5-16
158832,安徽,男,24,2011-5-16
158833,天津,女,36,2011-5-16
158835,上海,女,19,2011-5-16
158840,云南,男,35,2011-5-16
158842,黑龙江,男,22,2011-5-16
158843,河北,女,22,2011-5-16
158847,北京,女,23,2011-5-16
158848,吉林,女,24,2011-5-16
158851,浙江,女,31,2011-5-16
158852,内蒙古,男,21,2011-5-16
158853,广东,女,27,2011-5-16
158854,湖北,女,22,2011-5-16
158855,海南,男,32,2011-5-16
158856,甘肃,女,26,2011-5-16
158857,上海,男,20,2011-5-16
158862,广西,男,30,2011-5-16
158863,辽宁,男,20,2011-5-16
158864,广东,男,23,2011-5-16
158868,上海,男,30,2011-5-16
158869,福建,男,19,2011-5-16
158870,安徽,女,37,2011-5-16
158871,上海,女,23,2011-5-16
158872,云南,男,26,2011-5-16
158875,青海,女,34,2011-5-16
158876,四川,男,22,2011-5-16
158877,浙江,男,47,2011-5-16
158878,四川,女,33,2011-5-16
158880,甘肃,女,30,2011-5-16
158885,江西,男,34,2011-5-16
158886,重庆,男,26,2011-5-16
158887,海南,男,27,2011-5-16
158889,四川,女,26,2011-5-16
158890,上海,女,28,2011-5-16
158891,江西,男,46,2011-5-16
158892,黑龙江,女,19,2011-5-16
158894,天津,女,21,2011-5-16
158898,四川,女,38,2011-5-16
158902,安徽,男,20,2011-5-16
158904,吉林,男,25,2011-5-16
158907,甘肃,女,37,2011-5-16
158908,上海,女,32,2011-5-16
158909,云南,女,43,2011-5-16
158910,天津,男,40,2011-5-16
158912,甘肃,男,34,2011-5-16
158914,海南,男,33,2011-5-16
158915,上海,男,38,2011-5-16
158916,新疆,男,18,2011-5-16
158918,辽宁,男,24,2011-5-16
158920,广东,女,20,2011-5-16
158922,云南,女,19,2011-5-16
158923,甘肃,男,18,2011-5-16
158925,新疆,男,36,2011-5-16
158928,浙江,女,35,2011-5-16
158929,北京,女,21,2011-5-16
158930,广西,女,32,2011-5-16
158931,山西,男,44,2011-5-16
158932,江苏,女,19,2011-5-16
158933,四川,女,23,2011-5-16
158936,福建,女,20,2011-5-16
158937,青海,男,22,2011-5-16
158938,北京,男,37,2011-5-16
158939,广东,男,23,2011-5-16
158942,福建,女,18,2011-5-16
158943,陕西,女,41,2011-5-16
158944,四川,男,29,2011-5-16
158949,江苏,女,45,2011-5-16
158950,北京,女,23,2011-5-16
158951,广西,男,46,2011-5-16
158952,广东,男,19,2011-5-16
158953,山东,男,36,2011-5-16
158954,江西,男,21,2011-5-16
158957,贵州,女,22,2011-5-16
158960,安徽,女,35,2011-5-16
158961,江苏,女,27,2011-5-16
158963,广东,女,30,2011-5-16
158964,江西,女,23,2011-5-16
158965,天津,男,47,2011-5-16
158967,广东,女,30,2011-5-16
158969,广西,男,26,2011-5-16
158970,山东,女,20,2011-5-16
158972,浙江,男,38,2011-5-16
158974,河南,女,32,2011-5-16
158976,江苏,男,35,2011-5-16
158977,西藏,女,28,2011-5-16
158978,新疆,男,35,2011-5-16
158979,江苏,女,38,2011-5-16
158980,北京,男,35,2011-5-16
158981,广东,男,18,2011-5-16
158983,湖南,男,26,2011-5-16
158984,甘肃,男,36,2011-5-16
158986,四川,男,35,2011-5-16
158987,湖北,男,31,2011-5-16
158988,广东,男,29,2011-5-16
158990,北京,男,34,2011-5-16
158991,北京,男,26,2011-5-16
158993,新疆,男,46,2011-5-16
158994,西藏,男,30,2011-5-16
158995,湖南,男,24,2011-5-16
158996,河南,男,20,2011-5-16
159001,西藏,男,27,2011-5-16
159003,吉林,男,20,2011-5-16
159006,云南,女,18,2011-5-16
159007,青海,男,23,2011-5-16
159008,北京,男,25,2011-5-16
159009,福建,女,25,2011-5-16
159010,吉林,男,21,2011-5-16
159011,江西,女,22,2011-5-16
159012,广东,男,22,2011-5-16
159013,北京,男,27,2011-5-16
159015,山西,女,20,2011-5-16
159016,海南,女,30,2011-5-16
159017,湖北,女,44,2011-5-16
159019,河南,女,23,2011-5-16
159020,河北,女,22,2011-5-16
159021,江西,男,24,2011-5-16
159023,天津,女,36,2011-5-16
159025,江西,女,42,2011-5-16
159028,重庆,男,32,2011-5-16
159029,河南,女,20,2011-5-16
159031,河北,男,27,2011-5-16
159034,宁夏,男,31,2011-5-16
159035,广东,女,19,2011-5-16
159037,江苏,女,24,2011-5-16
159039,河南,男,33,2011-5-16
159040,北京,男,35,2011-5-16
159042,天津,女,26,2011-5-16
159044,云南,男,19,2011-5-16
159046,山东,女,28,2011-5-16
159047,福建,男,44,2011-5-16
159050,贵州,女,38,2011-5-16
159052,甘肃,男,23,2011-5-16
159053,四川,女,26,2011-5-16
159054,福建,女,28,2011-5-16
159055,四川,男,23,2011-5-16
159056,新疆,女,30,2011-5-16
159059,上海,女,42,2011-5-16
159060,江苏,男,37,2011-5-16
159061,湖南,男,19,2011-5-17
159062,黑龙江,女,42,2011-5-17
159063,安徽,女,42,2011-5-17
159068,内蒙古,男,35,2011-5-17
159069,浙江,男,27,2011-5-17
159071,四川,男,19,2011-5-17
159073,河南,女,32,2011-5-17
159078,河北,女,31,2011-5-17
159079,江西,男,19,2011-5-17
159081,新疆,男,22,2011-5-17
159084,山东,女,34,2011-5-17
159086,黑龙江,男,36,2011-5-17
159087,吉林,女,26,2011-5-17
159088,浙江,女,18,2011-5-17
159093,西藏,女,20,2011-5-17
159094,安徽,男,22,2011-5-17
159095,西藏,女,27,2011-5-17
159096,内蒙古,男,20,2011-5-17
159097,天津,男,33,2011-5-17
159098,云南,男,18,2011-5-17
159099,北京,男,25,2011-5-17
159101,重庆,女,20,2011-5-17
159102,山东,女,23,2011-5-17
159104,海南,女,38,2011-5-17
159105,内蒙古,女,23,2011-5-17
159106,河南,男,46,2011-5-17
159109,内蒙古,女,41,2011-5-17
159110,云南,女,28,2011-5-17
159112,河南,男,18,2011-5-17
159113,重庆,男,28,2011-5-17
159115,福建,女,37,2011-5-17
159116,吉林,男,24,2011-5-17
159117,西藏,女,40,2011-5-17
159118,上海,男,30,2011-5-17
159120,新疆,女,26,2011-5-17
159121,西藏,女,28,2011-5-17
159122,海南,男,35,2011-5-17
159123,广东,男,20,2011-5-17
159124,宁夏,女,20,2011-5-17
159125,甘肃,男,21,2011-5-17
159126,新疆,女,29,2011-5-17
159130,天津,女,23,2011-5-17
159131,新疆,男,41,2011-5-17
159132,新疆,女,33,2011-5-17
159133,上海,女,25,2011-5-17
159135,河北,女,39,2011-5-17
159136,江西,男,23,2011-5-17
159137,宁夏,女,19,2011-5-17
159138,上海,男,37,2011-5-17
159140,河南,女,18,2011-5-17
159141,宁夏,女,19,2011-5-17
159144,浙江,男,31,2011-5-17
159146,河北,女,36,2011-5-17
159147,黑龙江,女,22,2011-5-17
159149,辽宁,女,37,2011-5-17
159151,天津,女,32,2011-5-17
159153,山东,女,32,2011-5-17
159154,河北,女,34,2011-5-17
159155,北京,女,30,2011-5-17
159160,青海,女,33,2011-5-17
159163,河南,男,23,2011-5-17
159164,天津,女,27,2011-5-17
159167,上海,女,46,2011-5-17
159169,黑龙江,女,39,2011-5-17
159172,江苏,女,32,2011-5-17
159177,湖北,男,21,2011-5-17
159178,青海,女,33,2011-5-17
159180,北京,女,25,2011-5-17
159181,天津,男,22,2011-5-17
159182,新疆,女,33,2011-5-17
159184,黑龙江,男,21,2011-5-17
159188,新疆,男,18,2011-5-17
159189,甘肃,男,26,2011-5-17
159192,内蒙古,女,28,2011-5-17
159194,辽宁,女,20,2011-5-17
159197,福建,男,20,2011-5-17
159198,广西,女,38,2011-5-17
159199,广东,女,43,2011-5-17
159200,上海,女,32,2011-5-17
159206,西藏,男,26,2011-5-17
159207,西藏,男,28,2011-5-17
159208,云南,女,33,2011-5-17
159209,云南,女,26,2011-5-17
159210,吉林,男,23,2011-5-17
159212,甘肃,女,43,2011-5-17
159213,云南,男,24,2011-5-17
159217,山东,男,19,2011-5-17
159218,安徽,女,35,2011-5-17
159219,广东,男,35,2011-5-17
159220,吉林,男,19,2011-5-17
159221,安徽,男,19,2011-5-17
159225,浙江,女,41,2011-5-17
159226,广西,女,22,2011-5-17
159227,河北,女,37,2011-5-17
159228,重庆,男,40,2011-5-17
159229,河北,女,28,2011-5-17
159231,北京,女,19,2011-5-17
159232,甘肃,男,21,2011-5-17
159233,新疆,男,21,2011-5-17
159234,内蒙古,男,46,2011-5-17
159235,福建,男,36,2011-5-17
159237,贵州,女,26,2011-5-17
159239,甘肃,女,38,2011-5-17
159240,四川,男,44,2011-5-17
159242,上海,女,28,2011-5-17
159244,广西,男,23,2011-5-17
159245,山东,男,35,2011-5-17
159246,新疆,男,30,2011-5-17
159247,江西,男,41,2011-5-17
159248,重庆,女,38,2011-5-17
159251,广东,女,21,2011-5-17
159253,上海,女,27,2011-5-17
159256,重庆,女,19,2011-5-17
159257,青海,女,34,2011-5-17
159258,宁夏,女,32,2011-5-17
159267,广东,女,30,2011-5-17
159268,北京,女,27,2011-5-17
159269,山东,男,20,2011-5-17
159272,北京,女,32,2011-5-17
159273,上海,男,29,2011-5-17
159276,浙江,男,25,2011-5-17
159277,北京,男,25,2011-5-17
159281,广东,女,19,2011-5-17
159282,甘肃,男,24,2011-5-17
159283,河南,女,40,2011-5-17
159284,河南,男,25,2011-5-17
159285,甘肃,男,37,2011-5-17
159286,广西,男,19,2011-5-17
159287,广东,男,26,2011-5-17
159289,江苏,男,47,2011-5-17
159292,青海,男,32,2011-5-17
159293,北京,男,43,2011-5-17
159294,浙江,男,20,2011-5-17
159297,四川,男,19,2011-5-17
159299,安徽,男,22,2011-5-17
159301,海南,男,43,2011-5-17
159302,天津,男,22,2011-5-17
159303,吉林,女,47,2011-5-17
159304,新疆,女,19,2011-5-17
159306,江西,男,34,2011-5-17
159308,甘肃,女,26,2011-5-17
159310,陕西,女,37,2011-5-17
159311,江苏,女,27,2011-5-17
159313,湖北,女,25,2011-5-17
159314,湖北,男,47,2011-5-17
159322,宁夏,女,44,2011-5-17
159323,陕西,女,18,2011-5-17
159326,河北,女,27,2011-5-17
159329,吉林,男,20,2011-5-17
159330,广东,男,22,2011-5-17
159331,北京,女,19,2011-5-17
159332,广东,女,34,2011-5-17
159333,湖北,男,20,2011-5-17
159334,辽宁,女,30,2011-5-17
159335,北京,男,28,2011-5-17
159336,四川,男,28,2011-5-17
159337,黑龙江,男,37,2011-5-17
159341,河南,女,19,2011-5-17
159342,四川,男,21,2011-5-17
159343,四川,男,22,2011-5-17
159344,上海,女,25,2011-5-17
159346,新疆,女,24,2011-5-17
159347,上海,男,32,2011-5-17
159348,江苏,男,26,2011-5-17
159349,广东,女,23,2011-5-17
159350,北京,女,37,2011-5-17
159354,辽宁,女,23,2011-5-17
159355,北京,男,21,2011-5-17
159356,河北,女,35,2011-5-17
159357,北京,女,27,2011-5-17
159360,新疆,男,26,2011-5-17
159361,黑龙江,女,34,2011-5-17
159363,贵州,女,20,2011-5-17
159366,吉林,女,46,2011-5-17
159367,福建,女,23,2011-5-17
159369,黑龙江,男,26,2011-5-17
159370,山西,女,47,2011-5-17
159371,云南,女,35,2011-5-17
159372,甘肃,女,33,2011-5-17
159373,陕西,男,38,2011-5-17
159376,湖南,男,25,2011-5-17
159377,广东,女,37,2011-5-17
159378,广东,男,45,2011-5-17
159381,广西,男,18,2011-5-17
159382,北京,男,44,2011-5-17
159383,江西,女,21,2011-5-17
159388,北京,女,34,2011-5-17
159389,广东,女,29,2011-5-17
159390,江西,男,29,2011-5-17
159391,云南,女,19,2011-5-17
159392,天津,女,29,2011-5-17
159393,河南,男,22,2011-5-17
159394,海南,男,27,2011-5-17
159395,安徽,男,21,2011-5-17
159396,辽宁,女,22,2011-5-17
159399,广西,女,42,2011-5-17
159401,湖北,男,33,2011-5-17
159403,广东,男,18,2011-5-17
159404,江西,男,20,2011-5-17
159407,广东,女,42,2011-5-17
159408,江苏,女,29,2011-5-17
159410,新疆,男,41,2011-5-17
159412,广东,男,18,2011-5-17
159414,四川,女,20,2011-5-17
159415,广东,男,20,2011-5-17
159417,广西,男,23,2011-5-17
159418,海南,女,24,2011-5-17
159419,河南,女,22,2011-5-17
159420,黑龙江,男,30,2011-5-17
159421,湖北,男,20,2011-5-17
159423,安徽,女,32,2011-5-17
159424,山西,女,27,2011-5-17
159426,安徽,男,37,2011-5-17
159427,河南,女,32,2011-5-17
159428,广西,男,37,2011-5-17
159430,上海,男,21,2011-5-17
159431,贵州,男,21,2011-5-17
159433,上海,男,26,2011-5-17
159434,甘肃,男,35,2011-5-17
159437,广东,男,24,2011-5-17
159438,辽宁,女,21,2011-5-17
159439,山东,男,28,2011-5-17
159441,云南,男,22,2011-5-17
159443,湖南,女,40,2011-5-17
159446,浙江,女,23,2011-5-17
159447,宁夏,女,21,2011-5-17
159448,江西,男,20,2011-5-17
159452,北京,女,19,2011-5-17
159455,黑龙江,女,22,2011-5-17
159457,北京,男,45,2011-5-17
159459,浙江,女,40,2011-5-17
159462,重庆,女,43,2011-5-17
159463,浙江,女,22,2011-5-17
159465,江西,男,19,2011-5-17
159466,天津,男,39,2011-5-17
159467,新疆,女,34,2011-5-17
159470,陕西,女,20,2011-5-17
159477,河北,男,26,2011-5-17
159479,吉林,女,23,2011-5-17
159480,河南,男,41,2011-5-17
159481,广东,女,25,2011-5-17
159482,上海,女,27,2011-5-17
159483,山西,男,21,2011-5-17
159487,广东,男,23,2011-5-17
159489,山西,男,47,2011-5-17
159490,西藏,男,30,2011-5-17
159491,辽宁,女,24,2011-5-17
159492,广东,女,34,2011-5-17
159494,上海,男,24,2011-5-17
159495,贵州,女,22,2011-5-17
159499,重庆,男,24,2011-5-17
159500,湖北,男,32,2011-5-17
159501,甘肃,男,26,2011-5-17
159502,黑龙江,女,21,2011-5-17
159503,山东,男,44,2011-5-17
159505,广西,男,31,2011-5-17
159506,安徽,男,28,2011-5-17
159508,四川,女,40,2011-5-17
159509,福建,女,40,2011-5-17
159511,安徽,男,34,2011-5-17
159512,北京,女,35,2011-5-17
159515,湖南,女,18,2011-5-17
159516,湖南,男,25,2011-5-17
159517,辽宁,男,32,2011-5-17
159522,贵州,男,18,2011-5-17
159523,四川,女,20,2011-5-17
159524,海南,女,20,2011-5-17
159525,云南,男,37,2011-5-17
159526,浙江,女,37,2011-5-17
159527,甘肃,男,32,2011-5-17
159528,西藏,男,47,2011-5-17
159530,浙江,男,20,2011-5-17
159534,上海,男,21,2011-5-17
159536,内蒙古,男,32,2011-5-18
159537,上海,女,22,2011-5-18
159538,海南,女,25,2011-5-18
159540,西藏,男,34,2011-5-18
159541,吉林,女,22,2011-5-18
159542,山东,女,38,2011-5-18
159543,黑龙江,男,19,2011-5-18
159544,贵州,男,31,2011-5-18
159546,黑龙江,女,23,2011-5-18
159548,天津,男,38,2011-5-18
159550,天津,女,18,2011-5-18
159551,黑龙江,男,30,2011-5-18
159553,宁夏,男,21,2011-5-18
159554,山东,女,43,2011-5-18
159556,辽宁,女,39,2011-5-18
159557,江苏,男,25,2011-5-18
159559,云南,女,26,2011-5-18
159560,广西,女,18,2011-5-18
159561,上海,女,21,2011-5-18
159563,辽宁,男,40,2011-5-18
159564,山东,男,25,2011-5-18
159565,河南,女,19,2011-5-18
159566,河北,男,23,2011-5-18
159567,广东,男,37,2011-5-18
159569,新疆,女,25,2011-5-18
159570,江西,女,35,2011-5-18
159571,北京,男,33,2011-5-18
159572,湖南,女,31,2011-5-18
159573,陕西,女,31,2011-5-18
159574,河北,男,41,2011-5-18
159576,北京,男,21,2011-5-18
159578,河南,女,24,2011-5-18
159581,上海,女,28,2011-5-18
159582,北京,女,46,2011-5-18
159583,湖南,男,20,2011-5-18
159585,海南,女,29,2011-5-18
159586,湖北,男,29,2011-5-18
159587,江苏,女,39,2011-5-18
159588,四川,女,25,2011-5-18
159589,上海,男,23,2011-5-18
159590,宁夏,女,40,2011-5-18
159592,广西,女,22,2011-5-18
